,Mobile_name,Colour,Price,Rating,No_of_Ratings,RAM,ROM,Screen_size,Rear_Camera,Front_camera,Battery(mAh),Processor,Brand
1351,Samsung Galaxy A21s ,Black,15999,4.2,4727,6 ,64,16.51,48,13MP,5000,Exynos 850 Octa Core ,Samsung
1352,Samsung Galaxy A21s ,White,15999,4.2,4727,6 ,64,16.51,48,13MP,5000,Exynos 850 Octa Core ,Samsung
1353,Samsung Galaxy A21s ,Blue,15999,4.2,4727,6 ,64,16.51,48,13MP,5000,Exynos 850 Octa Core ,Samsung
1354,Samsung Galaxy Grand 2 ,Gold,15999,4.1,4657,1.5,8,13.34,8,9MP,2600,Qualcomm Snapdragon ,Samsung
1355,Samsung Galaxy J7 Prime ,Gold,15995,4.2,19498,3 ,32,13.97,13,8MP,3300,Exynos 7870 Octa Core 1.6GHz ,Samsung
1356,Samsung Galaxy F41 ,Fusion Black,15499,4.3,105,6 ,64,16.26,64,32MP,6000,Exynos Octa Core ,Samsung
1357,Samsung Galaxy F41 ,Fusion Green,15499,4.3,105,6 ,64,16.26,64,32MP,6000,Exynos Octa Core ,Samsung
1358,Samsung Galaxy F41 ,Fusion Blue,15499,4.3,105,6 ,64,16.26,64,32MP,6000,Exynos Octa Core ,Samsung
1359,Samsung Galaxy J7 - 6 ,White,15299,4.3,77606,2 ,16,13.97,13,5MP,3300,Exynos 7870 Octa Core 1.6GHz ,Samsung
1360,Samsung Galaxy M40 ,Midnight Blue,15128,4.1,1008,6 ,128,16.0,32,,3500,,Samsung
1361,Samsung Galaxy J7 Prime ,Black,14999,4.2,19498,3 ,16,13.97,13,8MP,3300,Exynos 7870 Octa Core 1.6GHz ,Samsung
1362,Samsung Galaxy A50s ,Crush White,14999,4.3,34924,4 ,128,16.26,48,32MP,4000,Exynos 9611 ,Samsung
1363,Samsung Galaxy A50s ,Crush Black,14999,4.3,34924,4 ,128,16.26,48,32MP,4000,Exynos 9611 ,Samsung
1364,Samsung Galaxy A50s ,Crush Violet,14999,4.3,34924,4 ,128,16.26,48,32MP,4000,Exynos 9611 ,Samsung
1365,Samsung Galaxy J7 Nxt ,Black,14995,4.3,2208,3 ,32,13.97,13,5MP,3000,Exynos Octa Core 1.6 GHz ,Samsung
1366,Samsung Galaxy J6 ,Gold,14990,4.5,41759,4 ,64,14.22,13,8MP,3000,Exynos 7870 ,Samsung
1367,Samsung Galaxy A20s ,Black,14900,4.3,1086,4 ,64,16.51,13,8MP,4000,Qualcomm SDM450-B01 ,Samsung
1368,Samsung Galaxy A20s ,Blue,14899,4.3,1086,4 ,64,16.51,13,8MP,4000,Qualcomm SDM450-B01 ,Samsung
1369,Samsung Galaxy J5 Prime ,Gold,14500,4,1200,2 ,16,12.7,13,5MP,2400,Exynos 7570 Quad Core 1.4GHz ,Samsung
1370,Samsung Galaxy J5 Prime ,Black,14500,4,1200,2 ,16,12.7,13,5MP,2400,Exynos 7570 Quad Core 1.4GHz ,Samsung
1371,Samsung Galaxy A21s ,Blue,14499,4.2,11631,4 ,64,16.51,48,13MP,5000,Exynos 850 Octa Core ,Samsung
1372,Samsung Galaxy A21s ,Black,14499,4.2,11631,4 ,64,16.51,48,13MP,5000,Exynos 850 Octa Core ,Samsung
1373,Samsung Galaxy A21s ,White,14499,4.2,11631,4 ,64,16.51,48,13MP,5000,Exynos 850 Octa Core ,Samsung
1374,Samsung Galaxy J6 Plus ,Black,14000,4.3,4906,4 ,64,15.24,13,8MP,3300,Qualcomm Snapdragon SD425 ,Samsung
1375,Samsung Galaxy J7 - 6 ,Black,13800,4.3,77606,2 ,16,13.97,13,5MP,3300,Exynos 7870 Octa Core 1.6GHz ,Samsung
1376,Samsung Galaxy M21 ,Iceberg Blue,13770,4.3,2333,4 ,64,16.26,48,20MP,6000, Exynos 9611-Octa Core processor ,Samsung
1377,Samsung Galaxy M21 ,Midnight Blue,13767,4.3,2333,4 ,64,16.26,48,20MP,6000, Exynos 9611-Octa Core processor ,Samsung
1378,Samsung Galaxy J6 Plus ,Red,13600,4.3,4906,4 ,64,15.24,13,8MP,3300,Qualcomm Snapdragon SD425 ,Samsung
1379,Samsung Galaxy J6 Plus ,Blue,13600,4.3,4906,4 ,64,15.24,13,8MP,3300,Qualcomm Snapdragon SD425 ,Samsung
1380,Samsung Galaxy J5 Prime ,Gold,13500,4.3,3346,3 ,32,12.7,13,5MP,2400,Exynos 7570 Quad Core 1.4GHz ,Samsung
1381,Samsung Galaxy J5 Prime ,Black,13500,4.3,3346,3 ,32,12.7,13,5MP,2400,Exynos 7570 Quad Core 1.4GHz ,Samsung
1382,Samsung Galaxy M21 ,Raven Black,13364,4.3,2333,4 ,64,16.26,48,20MP,6000, Exynos 9611-Octa Core processor ,Samsung
1383,Samsung Galaxy M20 ,Ocean Blue,13190,4.3,3261,4 ,64,16.0,13,,5000,,Samsung
1384,Samsung Galaxy A20 ,Red,13099,4.3,15365,3 ,32,16.26,13,8MP,4000,Exynos 7884B ,Samsung
1385,Samsung Galaxy J4 ,Blue,13023,4.2,336,3 ,32,13.97,13,5MP,3000,Exynos 7570 ,Samsung
1386,Samsung Galaxy J6 ,Blue,12990,4.4,15728,3 ,32,14.22,13,8MP,3000,Exynos 7870 ,Samsung
1387,Samsung Galaxy J6 ,Black,12990,4.4,15728,3 ,32,14.22,13,8MP,3000,Exynos 7870 ,Samsung
1388,Samsung Galaxy J6 ,Gold,12990,4.4,15728,3 ,32,14.22,13,8MP,3000,Exynos 7870 ,Samsung
1389,Samsung Galaxy J6 ,Black,12900,4.5,41759,4 ,64,14.22,13,8MP,3000,Exynos 7870 ,Samsung
1390,Samsung Galaxy A20s ,Blue,12900,4.3,1051,3 ,32,16.51,13,8MP,4000,Qualcomm SDM450-B01 ,Samsung
1391,Samsung Galaxy A20 ,Gold,12900,4.3,15365,3 ,32,16.26,13,8MP,4000,Exynos 7884B ,Samsung
1392,Samsung Galaxy A20 ,Deep Blue,12900,4.3,15365,3 ,32,16.26,13,8MP,4000,Exynos 7884B ,Samsung
1393,Samsung Galaxy M11 ,Metallic Blue,12175,4.2,4930,4 ,64,16.26,13,8MP,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core ,Samsung
1394,Samsung Galaxy J7 Nxt ,Gold,12000,4.3,2208,3 ,32,13.97,13,5MP,3000,Exynos Octa Core 1.6 GHz ,Samsung
1395,Samsung Galaxy J7 Nxt ,Black,11995,4.4,9864,2 ,16,13.97,13,5MP,3000,Exynos Octa-Core 1.6GHz ,Samsung
1396,Samsung Galaxy M11 ,Violet,11989,4.2,4930,4 ,64,16.26,13,8MP,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core ,Samsung
1397,Samsung Galaxy M11 ,Black,11585,4.2,4930,4 ,64,16.26,13,8MP,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core ,Samsung
1398,Samsung Galaxy A20 ,Black,11490,4.3,15365,3 ,32,16.26,13,8MP,4000,Exynos 7884B ,Samsung
1399,Samsung Galaxy M20 ,Charcoal Black,11447,4.3,1978,3 ,32,16.0,13,,5000,,Samsung
1400,Samsung J7 Max ,Gold,11046,4.3,17360,4 ,32,14.48,13,13MP,3300,Mediatek Octa-Core 1.69GHz ,Samsung
1401,Samsung Galaxy J7 Nxt ,Gold,10995,4.4,9864,2 ,16,13.97,13,5MP,3000,Exynos Octa-Core 1.6 GHz ,Samsung
1402,Samsung Galaxy J4 ,Black,10990,4.2,336,3 ,32,13.97,13,5MP,3000,Exynos 7570 ,Samsung
1403,Samsung Galaxy J4 ,Gold,10990,4.2,336,3 ,32,13.97,13,5MP,3000,Exynos 7570 ,Samsung
1404,Samsung Galaxy J5 - 6 ,Gold,10990,4.2,107,2 ,16,13.21,13,5MP,3100,Qualcomm Snapdragon 410 Quad Core 1.2GHz ,Samsung
1405,Samsung Galaxy J2 Pro ,Gold,10480,4.2,6938,2 ,16,12.7,8,5MP,2600,Spreadtrum Quad-Core 1.5GHz ,Samsung
1406,Samsung Galaxy J2 Pro ,Black,10480,4.2,6938,2 ,16,12.7,8,,2600,Spreadtrum Quad-Core 1.5GHz ,Samsung
1407,Samsung Galaxy M11 ,Violet,10297,4.2,8102,3 ,32,16.26,13,8MP,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core ,Samsung
1408,Samsung Galaxy M11 ,Metallic Blue,10297,4.2,8102,3 ,32,16.26,13,8MP,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core ,Samsung
1409,Samsung Galaxy M11 ,Black,10276,4.2,8102,3 ,32,16.26,13,8MP,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core ,Samsung
1410,Samsung Galaxy On7 ,Black,9977,4.2,190,1.5,8,13.97,13,5MP,3000,Qualcomm Snapdragon 410 Quad Core 1.2GHz ,Samsung
1411,Samsung Galaxy A10s ,Black,9948,4.3,1961,3 ,32,15.75,13,8MP,4000,MediaTek MT6762 ,Samsung
1412,Samsung Galaxy A10s ,Blue,9598,4.4,2356,2 ,32,15.75,13,8MP,4000,MediaTek MT6762 ,Samsung
1413,Samsung Galaxy J4 ,Gold,9500,4.3,3038,2 ,16,13.97,13,5MP,3000,Exynos 7570 ,Samsung
1414,Samsung Galaxy J4 ,Blue,9500,4.3,3038,2 ,16,13.97,13,5MP,3000,Exynos 7570 ,Samsung
1415,Samsung Galaxy J4 Plus ,Gold,9499,4.3,4451,2 ,32,15.24,13,5MP,3300,Qualcomm Snapdragon SD425 ,Samsung
1416,Samsung Galaxy J6 ,Blue,9490,4.5,41759,4 ,64,14.22,13,8MP,3000,Exynos 7870 ,Samsung
1417,Samsung Galaxy A10s ,Black,9398,4.4,2356,2 ,32,15.75,13,8MP,4000,MediaTek MT6762 ,Samsung
1418,Samsung Galaxy M01s ,Grey,9299,4.4,145,3 ,32,15.75,13,8MP,4000,MediaTek | MT6762 octa core ,Samsung
1419,Samsung Galaxy M01s  ,Light Blue,9299,4.3,167,3 ,32,15.75,13,8MP,4000,MediaTek | MT6762 octa core ,Samsung
1420,Samsung Galaxy J4 ,Black,8990,4.3,3038,2 ,16,13.97,13,5MP,3000,Exynos 7570 ,Samsung
1421,Samsung Galaxy A10 ,Red,8700,4.4,12939,2 ,32,15.75,13,5MP,3400,Exynos 7884 ,Samsung
1422,Samsung Galaxy A10 ,Gold,8700,4.4,12939,2 ,32,15.75,13,5MP,3400,Exynos 7884 ,Samsung
1423,Samsung Galaxy J3 Pro ,White,8490,4.2,147,2 ,16,12.7,8,5MP,2600,Spreadtrum Quad Core 1.5GHz ,Samsung
1424,Samsung Galaxy M01 ,Red,8414,4.2,11768,3 ,32,14.48,13,5MP,4000,Qualcomm Snapdragon (SDM439) Octa Core ,Samsung
1425,Samsung Galaxy M01 ,Black,8299,4.2,11768,3 ,32,14.48,13,5MP,4000,Qualcomm Snapdragon (SDM439) Octa Core ,Samsung
1426,Samsung Galaxy M01 ,Blue,8279,4.2,11768,3 ,32,14.48,13,5MP,4000,Qualcomm Snapdragon (SDM439) Octa Core ,Samsung
1427,Samsung Galaxy J2 2018 ,Black,7999,4.3,7546,2 ,16,12.7,8,5MP,2600,Snapdragon 425 ,Samsung
1428,Samsung Galaxy A10 ,Black,7990,4.4,12939,2 ,32,15.75,13,5MP,3400,Exynos 7884 ,Samsung
1429,Samsung Galaxy A10 ,Blue,7990,4.4,12939,2 ,32,15.75,13,5MP,3400,Exynos 7884 ,Samsung
1430,Samsung Galaxy Core Prime ,White,7990,4.1,6859,1 ,8,11.43,5,2MP,2000,1.2 GHz Quad Core ,Samsung
1431,Samsung Galaxy J2 2018 ,Gold,7500,4.3,7546,2 ,16,12.7,8,5MP,2600,Snapdragon 425 ,Samsung
1432,Samsung Galaxy J2 Core ,Black,6899,4.2,10232,1 ,16,12.7,8,5MP,2600,Qualcomm MSM8917 ,Samsung
1433,Samsung Galaxy J2 ,White,6799,4.1,20233,1 ,8,11.94,5,2MP,2000,Exynos 3475 Quad Core 1.3GHz ,Samsung
1434,Samsung Galaxy J2 2018 ,Pink,6799,4.3,7546,2 ,16,12.7,8,5MP,2600,Snapdragon 425 ,Samsung
1435,Samsung Galaxy J2 Core ,Blue,6690,4.2,10232,1 ,16,12.7,8,5MP,2600,Qualcomm MSM8917 ,Samsung
1436,Samsung Galaxy J2 Core ,Gold,6299,4.2,10232,1 ,16,12.7,8,5MP,2600,Qualcomm MSM8917 ,Samsung
1437,Samsung Galaxy J2 Core ,Black,6200,4.2,10232,1 ,8,12.7,8,5MP,2600,Exynos 7570 ,Samsung
1438,Samsung Galaxy J2 Core ,Gold,6190,4.2,10232,1 ,8,12.7,8,5MP,2600,Exynos 7570 ,Samsung
1439,Samsung Galaxy J2 Core ,Blue,6190,4.2,10232,1 ,8,12.7,8,5MP,2600,Exynos 7570 ,Samsung
1440,Samsung M01 core ,Black,6079,3.8,2193,2 ,32,13.46,8,5MP,3000,MediaTek | MT6739WW quad core  ,Samsung
1441,Samsung M01 core ,Blue,6059,3.8,2193,2 ,32,13.46,8,5MP,3000,MediaTek | MT6739WW quad core  ,Samsung
1442,Samsung M01 core ,Red,6038,3.8,2193,2 ,32,13.46,8,5MP,3000,MediaTek | MT6739WW quad core  ,Samsung
1443,Samsung Galaxy J2-2017 ,Absolute black,6000,4.2,3969,1 ,8,11.94,5,2MP,2000,,Samsung
1444,Samsung Galaxy J2-2017 ,Metallic gold,6000,4.2,3969,1 ,8,11.94,5,2MP,2000,,Samsung
1445,Samsung M01 core ,Red,5077,4,2267,1 ,16,13.46,8,5MP,3000,MediaTek | MT6739WW quad core  ,Samsung
1446,iQOO 3 ,Quantum Silver,32990,4.5,10335,8,256,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
1447,iQOO 3 ,Tornado Black,29990,4.5,10335,8,128,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
1448,iQOO 3 ,Quantum Silver,29990,4.5,10335,8,128,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
1449,iQOO 3 ,Tornado Black,32990,4.5,10335,8,256,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
1450,iQOO 3 ,Tornado Black,44990,4.4,1436,12,256,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
1451,iQOO 3 ,Volcano Orange,32990,4.5,10335,8,256,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
1452,iQOO 3 ,Volcano Orange,29990,4.5,10335,8,128,16.36,48,16MP,4440,Qualcomm Snapdragon 865 ,IQOO
