,Mobile_name,Colour,Price,Rating,No_of_Ratings,RAM,ROM,Screen_size,Rear_Camera,Front_camera,Battery(mAh),Processor,Brand
213,Redmi 4 ,Black,7499,4.2,155,2,16,12.7,13,5MP,4100,Snapdragon 435 ,Mi
214,Redmi 4 ,Gold,7499,4.2,155,2,16,12.7,13,5MP,4100,Snapdragon 435 ,Mi
215,Redmi 8A ,Ocean Blue,7499,4.3,131616,3,32,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
216,Redmi 8A ,Midnight Black,7499,4.3,131616,3,32,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
217,Redmi 8A ,Sunset Red,7499,4.3,131616,3,32,15.8,12,8MP,5000,Qualcomm Snapdragon 439 ,Mi
218,Redmi 5 ,Lake Blue,7698,4.3,6337,3,32,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
219,Redmi 6 Pro ,Black,7900,4.3,10401,4,64,14.83,12,,4000,,Mi
220,Redmi Y2 ,Gold,7999,4.5,118807,3,32,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
221,Redmi Y2 ,Black,7999,4.5,118807,3,32,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
222,Redmi Y1 lite ,Rose Gold,7999,4.2,3314,2,16,13.97,13,5MP,3080,Snapdragon 425 ,Mi
223,Redmi 6 ,Rose Gold,7999,4.4,552049,3,32,13.84,12,5MP,3000,2.0 GHz Mediatek P22 Octacore ,Mi
224,Redmi 5 ,Gold,7999,4.3,6337,3,32,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
225,Redmi Y3 ,Prime Black,8090,4.3,19887,3,32,15.9,12,32MP,4000,Qualcomm Snapdragon 632 ,Mi
226,Redmi 5 ,Black,8149,4.3,6337,3,32,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
227,Redmi 5 ,Rose Gold,8199,4.3,6337,3,32,14.48,12,5MP,3300,Qualcomm Snapdragon 450 ,Mi
228,Redmi 7 ,Comet Blue,8331,4.4,6476,3,32,15.9,12,8MP,4000,Qualcomm Snapdragon 632 ,Mi
229,Redmi Y2 ,Black,8499,4.4,26613,4,64,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
230,Redmi Y2 ,Rose Gold,8499,4.4,26613,4,64,15.21,12,16MP,3080,Qualcomm Snapdragon 625 ,Mi
231,Redmi Y1 ,Rose Gold,8699,4.3,19628,3,32,13.97,13,16MP,3080,Qualcomm Snapdragon 435 ,Mi
232,Redmi 6 Pro ,Lake Blue,8820,4.3,10401,4,64,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
233,Redmi Y1 ,Grey,8999,4.3,19628,3,32,13.97,13,16MP,3080,Qualcomm Snapdragon 435 ,Mi
234,Redmi 3S Prime ,Gold,8999,4.3,477862,3,32,12.7,13,5MP,4100,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ,Mi
235,Redmi 4 ,Black,8999,4.2,8113,3,32,12.7,13,5MP,4100,Snapdragon 435 ,Mi
236,Redmi Y1 ,Gold,8999,4.3,19628,3,32,13.97,13,16MP,3080,Qualcomm Snapdragon 435 ,Mi
237,Redmi 3S Prime ,Dark Grey,8999,4.3,477862,3,32,12.7,13,5MP,4100,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ,Mi
238,Redmi 3S Prime ,Silver,8999,4.3,477862,3,32,12.7,13,5MP,4100,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ,Mi
239,Redmi 6 Pro ,Rose Gold,9290,4.3,10401,4,64,14.83,12,5MP,4000,Qualcomm Snapdragon 625 ,Mi
240,Redmi Y3 ,Prime Black,9499,4.4,3181,4,64,15.9,12,32MP,4000,Qualcomm Snapdragon 632 ,Mi
241,Redmi Y1 ,Gold,9500,4.1,922,4,64,13.97,13,16MP,3080,Qualcomm Snapdragon 435 ,Mi
242,Redmi Y3 ,Elegant Blue,9832,4.4,3181,4,64,15.9,12,32MP,4000,Qualcomm Snapdragon 632 ,Mi
243,Mi 4i ,Yellow,9999,4.2,80112,2,16,12.7,13,5MP,3030,2nd-gen Snapdragon 615 64-bit octa-core ,Mi
244,Redmi Note 7S ,Onyx Black,9999,4.4,300872,3,32,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
245,Redmi Note 7S ,Moonlight White,9999,4.4,300872,3,32,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
246,Redmi Note 7S ,Ruby Red,9999,4.4,300872,3,32,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
247,Mi 4i ,Grey,9999,4.2,80112,2,16,12.7,13,5MP,3030,qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz ,Mi
248,Mi 4i ,White,9999,4.2,80112,2,16,12.7,13,5MP,3030,2nd-gen Snapdragon 615 64-bit octa-core ,Mi
249,Redmi Y1 ,Grey,9999,4.1,922,4,64,13.97,13,16MP,3080,Qualcomm Snapdragon 435 ,Mi
250,Redmi Note 8 ,Space Black,10277,4.4,381,3,32,16.0,48,13MP,4000,,Mi
251,Redmi Y3 ,Bold Red,10465,4.4,3181,4,64,15.9,12,32MP,4000,Qualcomm Snapdragon 632 ,Mi
252,Mi A2 ,Rose Gold,10599,4.2,33829,4,64,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
253,Redmi Note 8 ,Neptune Blue,10978,4.4,381,3,32,16.0,48,13MP,4000,,Mi
254,Redmi Note 8 ,Moonlight White,10985,4.4,381,3,32,16.0,48,13MP,4000,,Mi
255,Redmi Note 4 ,Dark Grey,10999,4.4,641806,3,32,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
256,Redmi Note 7S ,Ruby Red,11999,4.4,410981,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
257,Redmi 4 ,Black,11999,4,1259,4,64,12.7,13,5MP,4100,Snapdragon 435 ,Mi
258,Redmi 4 ,Gold,11999,4,1259,4,64,12.7,13,5MP,4100,Snapdragon 435 ,Mi
259,Redmi Note 7S ,Onyx Black,11999,4.4,410981,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
260,Redmi Note 7S ,Moonlight White,11999,4.4,410981,4,64,16.0,48,13MP,4000,Qualcomm Snapdragon 660 AIE ,Mi
261,Mi 4i ,Blue,11999,4.2,80112,2,16,12.7,13,5MP,3030,2nd-gen Snapdragon 615 64-bit octa-core ,Mi
262,Redmi Note 6 Pro ,Black,11999,4.5,125295,6,64,15.9,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
263,Redmi Note 3 ,Gold,11999,4.3,142491,3,32,13.97,16,5MP,4050, ,Mi
264,Redmi Note 4 ,Lake Blue,12999,4.4,1336130,4,64,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
265,Redmi Note 4 ,Dark Grey,12999,4.4,1336130,4,64,13.97,13,5MP,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz ,Mi
266,Note 9 ,Shadow Black,12999,,,4,64,16.59,48,,5020,,Mi
267,Mi A3 ,Than White,12999,4.3,36029,4,64,15.46,48,32MP,4030,Qualcomm Snapdragon 665 ,Mi
268,Mi A3 ,of Grey,12999,4.3,36029,4,64,15.46,48,32MP,4030,Qualcomm Snapdragon 665 ,Mi
269,Redmi Note 5 Pro ,Blue,13999,4.5,257378,6,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
270,Redmi Note 7 Pro ,Moonlight White,13999,4.4,310690,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
271,Redmi Note 7 Pro ,Neptune Blue,13999,4.4,310690,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
272,Redmi Note 5 Pro ,Rose Gold,13999,4.5,257378,6,64,15.21,12,20MP,4000,Qualcomm Snapdragon 636 ,Mi
273,Redmi Note 7 Pro ,Nebula Red,13999,4.4,310690,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 675 ,Mi
274,Mi A2 ,Gold,13999,4.1,2969,6,128,15.21,20,20MP,3010,Qualcomm Snapdragon 660 AIE ,Mi
275,Redmi Note 8 ,Space Black,14499,4.4,13131,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
276,Redmi Note 8 ,Neptune Blue,14499,4.4,13131,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
277,Redmi Note 8 ,Moonlight White,14499,4.4,13131,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
278,Redmi Note 8 ,Cosmic Purple,14499,4.4,13131,6,128,16.0,48,13MP,4000,Qualcomm Snapdragon 665 ,Mi
279,MI4 ,White,14999,4.1,26337,3,16,12.7,13,8MP,3080,Qualcomm MSM8274AC Snapdragon 801 Krait 400 ,Mi
280,Mi A3 ,just Blue,14999,4.3,36029,4,64,15.46,48,32MP,4030,Qualcomm Snapdragon 665 ,Mi
281,Mi A1 ,Red,14999,4.4,469807,4,64,13.97,12,5MP,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz ,Mi
282,Mi A1 ,Rose Gold,14999,4.4,469807,4,64,13.97,12,5MP,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz ,Mi
283,Mi A3 ,Than White,14999,4.2,14018,6,128,15.44,48,32MP,4030,Qualcomm Snapdragon 665 ,Mi
284,Mi 4i ,Grey,14999,4.2,80112,2,32,12.7,13,5MP,3120,2nd-gen Snapdragon 615 64-bit octa-core ,Mi
285,Mi Max ,Gold,14999,4.3,18785,3,32,16.36,16,5MP,4850,Qualcomm Snapdragon 650 64-bit ,Mi
286,Mi A3 ,just Blue,14999,4.2,14018,6,128,15.44,48,32MP,4030,Qualcomm Snapdragon 665 ,Mi
287,Mi Max ,Silver,14999,4.3,18785,3,32,16.36,16,5MP,4850,Qualcomm Snapdragon 650 64-bit ,Mi
288,Mi Max ,Dark Grey,14999,4.3,18785,3,32,16.36,16,5MP,4850,Qualcomm Snapdragon 650 64-bit ,Mi
289,Redmi Note 9 ,Scarlet Red,15299,4.4,1251,6,128,16.59,48,,5020,,Mi
290,Redmi Note 9 ,Aqua Green,15425,4.4,1251,6,128,16.59,48,,5020,MediaTek Helio G85 ,Mi
291,Mi Max 2 ,Black,16999,4.4,44135,4,64,16.36,12,5MP,5300,Qualcomm Snapdragon 625 Octa Core 2 Ghz ,Mi
292,Redmi Note 9 Pro Max ,Glacier White,20700,4.4,899,8,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
293,Redmi Note 9 Pro Max ,Aurora Blue,20998,4.4,899,8,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
294,Redmi Note 9 Pro Max ,Interstellar Black,20999,4.4,899,8,128,16.94,64,32MP,5020,Qualcomm Snapdragon 720G ,Mi
295,Redmi K20 ,Glacier Blue,21999,4.5,49621,6,64,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
296,Redmi K20 ,Pearl White,21999,4.5,49621,6,64,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
297,Redmi K20 ,Flame Red,21999,4.5,49621,6,64,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
298,Mi 5 ,White,24999,4.3,19342,3,32,13.08,16,4MP,3000,Snapdragon 820 Kryo ,Mi
299,Mi 5 ,Gold,24999,4.3,19342,3,32,13.08,16,4MP,3000,Snapdragon 820 Kryo ,Mi
300,Mi 5 ,Black,24999,4.3,19342,3,32,13.08,16,4MP,3000,Snapdragon 820 Kryo ,Mi
301,Redmi K20 ,Flame Red,24999,4.5,49621,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 730 ,Mi
302,Redmi K20 Pro ,Flame Red,26999,4.5,79038,6,128,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
303,Redmi K20 Pro ,Pearl White,29999,4.5,14637,8,256,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
304,Redmi K20 Pro ,Glacier Blue,29999,4.5,14637,8,256,16.23,48,20MP,4000,Qualcomm Snapdragon 855 ,Mi
305,Mi 10T ,Lunar Silver,37999,,,8,128,16.94,64,20MP,5000,Qualcomm Snapdragon 865 ,Mi
306,Mi 10T ,Cosmic Black,37999,,,8,128,16.94,64,20MP,5000,Qualcomm Snapdragon 865 ,Mi
307,Mi 10T Pro ,Lunar Silver,39999,4.3,305,8,128,16.94,108,20MP,5000,Qualcomm Snapdragon 865 ,Mi
308,Realme 6 ,Comet Blue,12999,4.4,103000,6,64,16.51,64,16MP,4300,MediaTek Helio G90T ,RealMe
309,Realme 7i ,Fusion Green,11999,4.4,111248,4,64,16.51,64,16MP,5000,Qualcomm Snapdragon 662 ,RealMe
310,Realme C11 ,Rich Grey,6999,4.4,292933,2,32,16.51,13,5MP,5000,Mediatek Helio G35 ,RealMe
311,Realme C11 ,Rich Green,6999,4.4,292933,2,32,16.51,13,5MP,5000,Mediatek Helio G35 ,RealMe
312,Realme Narzo 20A ,Glory Silver,9499,4.4,50086,4,64,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,RealMe
313,Realme Narzo 20A ,Glory Silver,8499,4.3,27641,3,32,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,RealMe
314,Realme 7i ,Fusion Green,12999,4.4,111248,4,128,16.51,64,16MP,5000,Qualcomm Snapdragon 662 ,RealMe
315,Realme 7i ,Fusion Blue,12999,4.4,111248,4,128,16.51,64,16MP,5000,Qualcomm Snapdragon 662 ,RealMe
316,Realme Narzo 20 ,Glory Silver,10499,4.3,132514,4,64,16.56,48,8MP,6000,MediaTek Helio G85 ,RealMe
317,Realme Narzo 20 ,Victory Blue,11499,4.3,132514,4,128,16.56,48,8MP,6000,MediaTek Helio G85 ,RealMe
318,Realme Narzo 20 ,Glory Silver,11499,4.3,132514,4,128,16.56,48,8MP,6000,MediaTek Helio G85 ,RealMe
319,Realme 6 ,Comet White,12999,4.4,103000,6,64,16.51,64,16MP,4300,MediaTek Helio G90T ,RealMe
320,Realme C15 Qualcomm Edition ,Power Blue,9999,4.4,8055,4,64,16.56,13,8MP,6000,Qualcomm Snapdragon 460 ,RealMe
321,Realme C15 Qualcomm Edition ,Power Silver,9999,4.4,8055,4,64,16.56,13,8MP,6000,Qualcomm Snapdragon 460 ,RealMe
322,Realme C3 ,Frozen Blue,7999,4.4,110414,3,32,16.56,12,5MP,5000,Helio G70 ,RealMe
323,Realme 7 ,Mist Blue,14999,4.3,128316,6,64,16.51,64,16MP,5000,MediaTek Helio G95 ,RealMe
324,Realme C3 ,Volcano Grey,7999,4.4,110414,3,32,16.56,12,5MP,5000,Helio G70 ,RealMe
325,Realme C12 ,Power Silver,8999,4.4,154642,3,32,16.56,13,5MP,6000,Mediatek Helio G35 ,RealMe
326,Realme C12 ,Power Blue,8999,4.4,154642,3,32,16.56,13,5MP,6000,Mediatek Helio G35 ,RealMe
327,Realme 7 ,Mist White,14999,4.3,128316,6,64,16.51,64,16MP,5000,MediaTek Helio G95 ,RealMe
328,Realme Narzo 20 Pro ,Black Ninja,15999,4.3,16122,8,128,16.51,48,16MP,4500,MediaTek Helio G95 ,RealMe
329,Realme Narzo 20 Pro ,White Knight,13999,4.4,24051,6,64,16.51,48,16MP,4500,MediaTek Helio G95 ,RealMe
330,Realme Narzo 20 Pro ,Black Ninja,13999,4.4,24051,6,64,16.51,48,16MP,4500,MediaTek Helio G95 ,RealMe
331,Realme 6 ,Comet White,14999,4.4,43143,8,128,16.51,64,16MP,4300,MediaTek Helio G90T ,RealMe
332,Realme C15 ,Power Blue,8999,4.4,26442,3,32,16.56,13,8MP,6000,Mediatek Helio G35 ,RealMe
333,Realme C15 ,Power Silver,9999,4.4,72321,4,64,16.56,13,8MP,6000,Mediatek Helio G35 ,RealMe
334,Realme 6 ,Comet White,14999,4.4,43143,8,128,16.51,64,16MP,4300,MediaTek Helio G90T ,RealMe
335,Realme 5i ,Forest Green,10999,4.5,379085,4,64,16.56,12,8MP,5000,Qualcomm Snapdragon 665 2 GHz ,RealMe
336,Realme Narzo 10 ,That Blue,11999,4.5,157143,4,128,16.51,48,16MP,5000,MediaTek Helio G80 (12 nm) ,RealMe
337,Realme 7 Pro ,Mirror Blue,19999,4.4,37531,6,128,16.26,64,32MP,4500,Qualcomm Snapdragon 720G ,RealMe
338,Realme 5i ,Aqua Blue,10999,4.5,379085,4,64,16.56,12,8MP,5000,Qualcomm Snapdragon 665 2 GHz ,RealMe
339,Realme 7 Pro ,Mirror Silver,19999,4.4,37531,6,128,16.26,64,32MP,4500,Qualcomm Snapdragon 720G ,RealMe
340,Realme 7 Pro ,Mirror Silver,21999,4.4,13040,8,128,16.26,64,32MP,4500,Qualcomm Snapdragon 720G ,RealMe
341,Realme 7 Pro ,Mirror Blue,21999,4.4,13040,8,128,16.26,64,32MP,4500,Qualcomm Snapdragon 720G ,RealMe
342,Realme 3i ,Diamond Blue,8499,4.4,290709,3,32,15.8,13,13MP,4230,MediaTek Helio P60 Octa Core 2.0 GHz ,RealMe
343,Realme 6i ,Lunar White,12999,4.5,53081,4,64,16.51,48,16MP,4300,MediaTek Helio G90T ,RealMe
344,Realme 6i ,Eclipse Black,12999,4.5,53081,4,64,16.51,48,16MP,4300,MediaTek Helio G90T ,RealMe
345,Realme 6i ,Eclipse Black,13999,4.4,54595,6,64,16.51,48,16MP,4300,MediaTek Helio G90T ,RealMe
346,Realme 6i ,Lunar White,13999,4.4,54595,6,64,16.51,48,16MP,4300,MediaTek Helio G90T ,RealMe
347,Realme X3 SuperZoom ,Arctic White,28999,4.2,1320,12,256,16.69,64,32MP,4200,Qualcomm Snapdragon 855+ ,RealMe
348,Realme Narzo 10A ,So White,10999,4.5,80034,4,64,16.56,12,5MP,5000,MediaTek Helio G70 (12 nm) ,RealMe
349,Realme Narzo 10A ,So White,9999,4.5,50544,3,32,16.56,12,5MP,5000,MediaTek Helio G70 (12 nm) ,RealMe
350,Realme Narzo 10A ,So Blue,10999,4.5,80034,4,64,16.56,12,5MP,5000,MediaTek Helio G70 (12 nm) ,RealMe
351,Realme X3 ,Glacier Blue,22999,4.4,9065,8,128,16.69,64,16MP,4200,Qualcomm Snapdragon 855+ ,RealMe
352,Realme X3 ,Arctic White,22999,4.4,9065,8,128,16.69,64,16MP,4200,Qualcomm Snapdragon 855+ ,RealMe
353,Realme 6 Pro ,Lightning Red,17999,4.4,53880,6,64,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
354,Realme X3 SuperZoom ,Arctic White,23999,4.4,3018,8,128,16.69,64,32MP,4200,Qualcomm Snapdragon 855+ ,RealMe
355,Realme X3 SuperZoom ,Glacier Blue,23999,4.4,3018,8,128,16.69,64,32MP,4200,Qualcomm Snapdragon 855+ ,RealMe
356,Realme X3 SuperZoom ,Glacier Blue,28999,4.2,1320,12,256,16.69,64,32MP,4200,Qualcomm Snapdragon 855+ ,RealMe
357,Realme C2 ,Diamond Black,6999,4.4,886443,2,32,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
358,Realme C2 ,Diamond Blue,6999,4.4,886443,2,32,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
359,Realme 6 Pro ,Lightning Orange,17999,4.4,53880,6,64,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
360,Realme 5 Pro ,Sparkling Blue,15999,4.5,111770,6,64,16.0,48,16MP,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz ,RealMe
361,Realme 5 Pro ,Crystal Green,15999,4.5,111770,6,64,16.0,48,16MP,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz ,RealMe
362,Realme 5 Pro ,Chroma White,16999,4.5,77533,8,128,16.0,48,16MP,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz ,RealMe
363,Realme 5 Pro ,Crystal Green,17999,4.5,77533,8,128,16.0,48,16MP,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz ,RealMe
364,Realme 5 Pro ,Sparkling Blue,17999,4.5,77533,8,128,16.0,48,16MP,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz ,RealMe
365,Realme 5 Pro ,Chroma White,15999,4.5,111770,6,64,16.0,48,16MP,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz ,RealMe
366,Realme X ,Space Blue,17999,4.5,105092,4,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
367,Realme X ,Space Blue,20999,4.5,42571,8,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
368,Realme X2 Pro ,Lunar White,31999,4.5,19517,8,128,16.51,64,16MP,4000,Qualcomm Snapdragon 855 Plus ,RealMe
369,Realme X2 Pro ,Neptune Blue,31999,4.5,19517,8,128,16.51,64,16MP,4000,Qualcomm Snapdragon 855 Plus ,RealMe
370,Realme X2 Pro ,Lunar White,35999,4.6,7427,12,256,16.51,64,16MP,4000,Qualcomm Snapdragon 855 Plus ,RealMe
371,Realme X2 Pro ,Neptune Blue,35999,4.6,7427,12,256,16.51,64,16MP,4000,Qualcomm Snapdragon 855 Plus ,RealMe
372,Realme X2 ,Pearl White,22999,4.5,43602,8,256,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
373,Realme 7i ,Fusion Blue,11999,4.4,111248,4,64,16.51,64,16MP,5000,Qualcomm Snapdragon 662 ,RealMe
374,Realme Narzo 20A ,Victory Blue,9499,4.4,50085,4,64,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,RealMe
375,Realme Narzo 20A ,Victory Blue,8499,4.3,27641,3,32,16.51,12,8MP,5000,Qualcomm Snapdragon 665 ,RealMe
376,Realme Narzo 20 ,Victory Blue,10499,4.3,132514,4,64,16.56,48,8MP,6000,MediaTek Helio G85 ,RealMe
377,Realme C15 Qualcomm Edition ,Power Silver,8999,,,3,32,16.56,13,8MP,6000,Qualcomm Snapdragon 460 ,RealMe
378,Realme C15 Qualcomm Edition ,Power Blue,8999,,,3,32,16.56,13,8MP,6000,Qualcomm Snapdragon 460 ,RealMe
379,Realme C3 ,Frozen Blue,8999,4.4,176142,4,64,16.56,12,5MP,5000,Helio G70 ,RealMe
380,Realme C3 ,Blazing Red,8999,4.4,176142,4,64,16.56,12,5MP,5000,Helio G70 ,RealMe
381,Realme C3 ,Blazing Red,7999,4.4,110414,3,32,16.56,12,5MP,5000,Helio G70 ,RealMe
382,Realme C3 ,Volcano Grey,8999,4.4,176142,4,64,16.56,12,5MP,5000,Helio G70 ,RealMe
383,Realme Narzo 20 Pro ,White Knight,15999,4.3,16122,8,128,16.51,48,16MP,4500,MediaTek Helio G95 ,RealMe
384,Realme 7 ,Mist Blue,16999,4.3,33140,8,128,16.51,64,16MP,5000,MediaTek Helio G95 ,RealMe
385,Realme 7 ,Mist White,16999,4.3,33140,8,128,16.51,64,16MP,5000,MediaTek Helio G95 ,RealMe
386,Realme C15 ,Power Blue,9999,4.4,72321,4,64,16.56,13,8MP,6000,Mediatek Helio G35 ,RealMe
387,Realme 7 Pro ,Kissed Leather,19999,4.4,37531,6,128,16.26,64,32MP,4500,Qualcomm Snapdragon 720G ,RealMe
388,Realme Narzo 10 ,That Green,11999,4.5,157143,4,128,16.51,48,16MP,5000,MediaTek Helio G80 (12 nm) ,RealMe
389,Realme Narzo 10 ,That White,11999,4.5,157143,4,128,16.51,48,16MP,5000,MediaTek Helio G80 (12 nm) ,RealMe
390,Realme 3i ,Diamond Black,10499,4.4,76384,4,64,15.8,13,13MP,4230,MediaTek Helio P60 Octa Core 2.0 GHz ,RealMe
391,Realme 3i ,Diamond Red,10499,4.4,76384,4,64,15.8,13,13MP,4230,MediaTek Helio P60 Octa Core 2.0 GHz ,RealMe
392,Realme 3i ,Diamond Black,8499,4.4,290709,3,32,15.8,13,13MP,4230,MediaTek Helio P60 Octa Core 2.0 GHz ,RealMe
393,Realme 3i ,Diamond Blue,10499,4.4,76384,4,64,15.8,13,13MP,4230,MediaTek Helio P60 Octa Core 2.0 GHz ,RealMe
394,Realme 5i ,Forest Green,11999,4.5,379085,4,128,16.56,12,8MP,5000,Qualcomm Snapdragon 665 (2 GHz) ,RealMe
395,Realme 5i ,Aqua Blue,11999,4.5,379085,4,128,16.56,12,8MP,5000,Qualcomm Snapdragon 665 (2 GHz) ,RealMe
396,Realme 7 Pro ,Kissed Leather,21999,4.4,13040,8,128,16.26,64,32MP,4500,Qualcomm Snapdragon 720G ,RealMe
397,Realme 3i ,Diamond Red,8499,4.4,290709,3,32,15.8,13,13MP,4230,MediaTek Helio P60 Octa Core 2.0 GHz ,RealMe
398,Realme X3 ,Arctic White,21999,4.4,2198,6,128,16.69,64,16MP,4200,Qualcomm Snapdragon 855+ ,RealMe
399,Realme 6 ,Comet Blue,14999,4.4,43143,8,128,16.51,64,16MP,4300,MediaTek Helio G90T ,RealMe
400,Realme X3 ,Glacier Blue,21999,4.4,2198,6,128,16.69,64,16MP,4200,Qualcomm Snapdragon 855+ ,RealMe
401,Realme Narzo 10A ,So Blue,8999,4.5,50544,3,32,16.56,12,5MP,5000,MediaTek Helio G70 (12 nm) ,RealMe
402,Realme C2 ,Diamond Blue,7499,4.4,140023,3,32,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
403,Realme C2 ,Diamond Sapphire,7499,4.4,140023,3,32,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
404,Realme C2 ,Diamond Ruby,7499,4.4,140023,3,32,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
405,Realme C2 ,Diamond Black,7499,4.4,140023,3,32,15.49,13,5MP,4000,MediaTek P22 Octa Core 2.0 GHz ,RealMe
406,Realme 6 Pro ,Lightning Blue,19999,4.4,26851,8,128,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
407,Realme X2 Pro ,Concrete,36999,4.6,7427,12,256,16.51,64,16MP,4000,Qualcomm Snapdragon 855 Plus ,RealMe
408,Realme X ,Polar White,21999,4.5,42571,8,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
409,Realme X2 Pro ,Red Brick,36999,4.6,7427,12,256,16.51,64,16MP,4000,Qualcomm Snapdragon 855 Plus ,RealMe
410,Realme X ,Garlic,20999,4.5,42571,8,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
411,Realme 6 Pro ,Lightning Blue,17999,4.4,53880,6,64,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
412,Realme 6 Pro ,Lightning Red,18999,4.4,53880,6,128,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
413,Realme X ,Polar White,20999,4.5,42571,8,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
414,Realme X ,Onion,20999,4.5,42571,8,128,16.59,48,16MP,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ,RealMe
415,Realme 6 Pro ,Lightning Blue,18999,4.4,53880,6,128,16.76,64,16MP,4300,Snapdragon 720G ,RealMe
416,Realme X2 ,Pearl Green,19999,4.5,21923,6,128,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
417,Realme X2 ,Pearl Green,20999,4.5,43602,8,128,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
418,Realme X2 ,Pearl Blue,22999,4.5,43602,8,256,16.26,64,32MP,4000,Qualcomm Snapdragon 730G ,RealMe
